Question Number,Question Text,Choices,Valid Question?,Correct Answer,LLM Answer,Correct Explanation,LLM Explanation,URLs,Correct?,Topic,LLM Confidence,logprob Confidence,QD - Goal clear?(0/1),QD - Context clear?(0/1),QD - How challenging(1-4),QD - Level learnt(1-7),SM - Description,SM - Goal understood?(0/1),SM - Context understood?(0/1),SM - Implied Context understood?(0/1),SM - Relvant facts identified?(0/1),SM - Correct facts retieved?(0/1),SM - No incorrect facts?(0/1),SM - Correct reasoning?(0/1),SM - Misunderstanding General,SM - Misunderstanding Reasons,SM - Misunderstanding General (secondary),SM - Misunderstanding Reasons (secondary),AQ - Inferrable(0-2)?,Source links work(number),Sources Types,Sources Relevant(number),Source Problems,AQ - Precise?,AQ - Explainable?,Effect - Description of effects,Effect - Conceptual error in explanaiton?(0/1),Effect - Subtopics,Effect - Error Type,Effect - Severity,Effect - Who is most effected(1-4),CD - detection student(1-3),CD - correction student(1-8),CD - detection knowledgeable(1-3),CD - correction knowledgeable(1-8),Score-right-minus-wrong
19,Bootstrap Protocol (BOOTP) allows a diskless workstation to be remotely booted up in a network with TCP port designation for both client and server. Select one choice.,"a. True
b. False
",,b,b,,"The statement is false. Bootstrap Protocol (BOOTP) does not use TCP port designations for client and server communication. Instead, BOOTP uses UDP ports 67 and 68 for communication between the client and server.",['https://datatracker.ietf.org/doc/html/rfc951'],1,TCP,0.9,0.8889318193979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
20,"In NAT operations, which of the following statements are correct? Select all that apply.","a. Translation table allows packets to be routed unambiguously.
b. NAT maps each private IP address and port number into a shared global IP address and an available port number.
c. Hosts inside private networks generate packets with private IP address and TCP/UDP port numbers.
d. Translation table allows packets to be routed ambiguously.
",,"a,b,c","a,b,c",,"{'a': 'Correct. The translation table in NAT (Network Address Translation) operations allows packets to be routed unambiguously by keeping track of the mappings between private and public IP addresses.', 'b': 'Correct. NAT maps each private IP address and port number into a shared global IP address and an available port number to enable communication between devices inside a private network and the external network.', 'c': 'Correct. Hosts inside private networks generate packets with private IP addresses and TCP/UDP port numbers, which need to be translated by NAT to communicate over the public Internet.', 'd': 'Incorrect. The translation table in NAT does not allow packets to be routed ambiguously; it maintains clear mappings between private and public addresses to ensure proper routing.'}",['https://www.cisco.com/c/en/us/support/docs/ip/network-address-translation-nat/26704-nat-faq-00.html'],1,TCP,0.95,0.998576720180807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
21,Which of the following controls is enabled in UDP? Select one choice.,"a. Flow control
b. Error control
c. Congestion control
d. None of the above
",,d,d,,"UDP (User Datagram Protocol) is a connectionless protocol that operates without flow control, error control, or congestion control mechanisms. Unlike TCP (Transmission Control Protocol), UDP does not provide these controls as it is designed for applications where speed and efficiency are more critical than reliability.","['https://www.geeksforgeeks.org/user-datagram-protocol-udp/', 'https://www.cloudflare.com/learning/ddos/glossary/user-datagram-protocol-udp/']",1,TCP,0.9,0.999981687597674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
23,"TCP adopts selective repeat ARQ protocol for flow control. In TCP flow control implementation, the window slides at:","a. Per-packet basis
b. Per-byte basis
c. Per-bit basis
d. None of the above
",,b,b,,"In TCP flow control implementation using the selective repeat Automatic Repeat reQuest (ARQ) protocol, the window slides on a per-byte basis. This means that the window size is determined by the number of bytes that can be sent before receiving an acknowledgment.",['https://en.wikipedia.org/wiki/Transmission_Control_Protocol#Flow_control'],1,TCP,0.9,0.994588727965186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
24,Which flag bit in TCP header must be set when a TCP client initiates a three-way handshake? Select one choice.,"a. SYN
b. ACK
c. RST
d. None of the above
",,a,a,,"When a TCP client initiates a three-way handshake, it sends a TCP segment with the SYN (Synchronize) flag bit set. This flag is used to synchronize sequence numbers between the two communicating parties and to indicate the initiation of a connection.",['https://tools.ietf.org/html/rfc793'],1,TCP,0.95,0.999998137537834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
25,Which flag bit in TCP header must be set when a TCP entity wants to terminate a connection? Select one choice.,"a. SYN
b. ACK
c. RST
d. FIN
",,d,d,,"In TCP (Transmission Control Protocol), the FIN (Finish) flag bit is used to initiate the termination of a connection. When a TCP entity wants to end a connection, it sets the FIN flag in the TCP header to signal the other end that it has finished sending data and wants to close the connection. This initiates the process of closing the connection in a graceful manner. The SYN (Synchronize), ACK (Acknowledgment), and RST (Reset) flags serve different purposes in TCP communication and are not used specifically for terminating a connection.",['https://tools.ietf.org/html/rfc793'],1,TCP,0.9,0.999999448776502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
26,"In Transmission Control Protocol (TCP), when a segment carries a combination of data and control information, it uses a:","a. Slot Number
b. Sequence Number
c. Source Number
d. Port Number
",,b,b,,"In Transmission Control Protocol (TCP), when a segment carries a combination of data and control information, it uses a Sequence Number. The sequence number is used to uniquely identify each byte in the data stream. It helps in reordering segments at the receiver end and detecting any missing data.",['https://tools.ietf.org/html/rfc793'],1,TCP,0.9,0.999898726808476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
27,Transmission Control Protocol (TCP) has the same Checksum controlling as:,"a. UDP
b. IP
c. TCP/IP
d. ICMP
",,a,a,,The correct option is UDP (a). UDP (User Datagram Protocol) also uses a checksum mechanism similar to TCP to ensure data integrity during transmission. Both TCP and UDP use a checksum to detect errors in the data received.,['https://tools.ietf.org/html/rfc768'],1,TCP,0.9,0.665361458085943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
31,Which of the following protocol allows a host to signal its multicast group membership to its attached routers?  Select one choice.,"a. ICMP
b. IGMP
c. OPSF
d. None of the above
",,b,b,,"The correct protocol that allows a host to signal its multicast group membership to its attached routers is IGMP (Internet Group Management Protocol). 

a. ICMP (Internet Control Message Protocol) is used for diagnostic functions and reporting errors, not for multicast group membership signaling. 

b. IGMP is specifically designed for managing IP multicast group membership. It enables a host to inform its local router that it wants to receive messages addressed to a specific multicast group. 

c. OSPF (Open Shortest Path First) is a routing protocol used for finding the best path for routing packets within an IP network. It is not related to multicast group membership signaling. 

d. 'None of the above' is incorrect as IGMP is the relevant protocol for this functionality.",['https://tools.ietf.org/html/rfc3376'],1,TCP,0.9,0.999999448776502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
33,Which class of IP address does reverse-path broadcasting use? Select one choice.,"a. Class A
b. Class B
c. Class C
d. Class D
",,d,b,,Reverse-path broadcasting uses Class B IP addresses. Class B addresses range from 128.0.0.0 to 191.255.255.255. These addresses are used for medium-sized networks.,[],0,TCP,0.9,0.38461682501325,1.0,1.0,2.0,3.0,No concept of class d being used for multicast,1.0,1.0,1.0,0.0,1.0,1.0,1.0,Wrong Facts/Concept,Incorrect information/concept,,,0.0,,,,,1.0,0.0,Misinfo,0.0,"misinformation, debugging delay",IP Class Ranges,Minor,1,2.0,3.0,2.0,2.0,0
35,"In mobile IP, when a home agent wants to send a packet to a mobile host in a foreign network, each IP packet at the home agent will be encapsulated with an outer IP header. What is the destination IP address in the outer IP header? Select one choice.","a. Care-of address
b. Mobile host’s address
c. Home agent’s address
d. None of the above
",,a,a,,"In mobile IP, when a home agent wants to send a packet to a mobile host in a foreign network, each IP packet at the home agent will be encapsulated with an outer IP header. The destination IP address in the outer IP header is the care-of address. This care-of address is the address of the foreign agent or the mobile host's current location in the foreign network.",['https://www.rfc-editor.org/rfc/rfc5944.html'],1,TCP,0.9,0.999921969439543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
36,An IP address associated with a mobile node while visiting a foreign link is called:,"a. Care of address
b. Home link
c. Handover address
d. Home address
",,a,a,,"When a mobile node is visiting a foreign network, it is assigned a Care of Address (CoA) to identify its current location. The CoA is used for routing packets to the mobile node while it is away from its home network.",['https://www.sciencedirect.com/topics/computer-science/care-of-address'],1,TCP,0.9,0.999889310716511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
37,TCP SYN flood attack exploits the TCP three-way handshake. Select one choice.,"a. True
b. False
",,a,a,,"True. A TCP SYN flood attack does exploit the TCP three-way handshake. In this type of attack, the attacker floods the target system with a high volume of TCP SYN packets, but does not complete the handshake by sending the final ACK packet. This causes the target system to allocate resources waiting for the final ACK, eventually leading to a denial of service.",[],1,TCP,0.9,0.999999091165773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
38,"In multicast communication, the relationship is:","a. one to one
b. many to one
c. one to many
d. one to all
",,c,c,,"In multicast communication, the relationship is 'one to many,' where one sender can send data to multiple receivers. This is a key feature of multicast communication, allowing efficient data distribution to multiple recipients simultaneously.","['https://www.geeksforgeeks.org/multicasting/', 'https://www.cloudflare.com/learning/network-layer/what-is-multicast/']",1,TCP,0.9,0.999996230284605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
